ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Year of Recruitment,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,event_type__val,event_feedback,linked_search__key,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English
11525222,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,"AUTOCAD, AUTOCAD, EPLAN, AUTOMATION ENGINEER, ELECTRIC, ELECTRICAL ENGINEER, ELECTRICAL, EPLAN, ELECTRICAL ENGINEER, ELECTRICAL DESIGN,",electronic Engineering,Five-year degree,[0-1],Automotive,,2023,2022,,,Engineering,,Contact note,,RS23.0194,,,,,,,,,,,,,,,,2.0,,
11525222,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,"AUTOCAD, AUTOCAD, EPLAN, AUTOMATION ENGINEER, ELECTRIC, ELECTRICAL ENGINEER, ELECTRICAL, EPLAN, ELECTRICAL ENGINEER, ELECTRICAL DESIGN,",electronic Engineering,Five-year degree,[0-1],Automotive,,2023,2022,,,Engineering,,HR interview,OK,RS18.0222,2 - Medium,,,,,,,,,,,2.0,2.0,2.0,,2.0,,
11525222,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,"AUTOCAD, AUTOCAD, EPLAN, AUTOMATION ENGINEER, ELECTRIC, ELECTRICAL ENGINEER, ELECTRICAL, EPLAN, ELECTRICAL ENGINEER, ELECTRICAL DESIGN,",electronic Engineering,Five-year degree,[0-1],Automotive,,2023,2022,,,Engineering,,Contact note,KO (ral),,,,,,,,,,,,,,3.0,2.0,,,,
11525222,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,"AUTOCAD, AUTOCAD, EPLAN, AUTOMATION ENGINEER, ELECTRIC, ELECTRICAL ENGINEER, ELECTRICAL, EPLAN, ELECTRICAL ENGINEER, ELECTRICAL DESIGN,",electronic Engineering,Five-year degree,[0-1],Automotive,,2023,2022,,,Engineering,,BM interview,,RS21.0678,,,,,,,,,,,,,,1.0,,,,1.0
11525222,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,"AUTOCAD, AUTOCAD, EPLAN, AUTOMATION ENGINEER, ELECTRIC, ELECTRICAL ENGINEER, ELECTRICAL, EPLAN, ELECTRICAL ENGINEER, ELECTRICAL DESIGN,",electronic Engineering,Five-year degree,[0-1],Automotive,,2023,2022,,,Engineering,,BM interview,OK (live),,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,Contact note,,,,,,,,24-26K,,,Turin,,,,,,3.0,,,
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,BM interview,OK,RS23.0903,2 - Medium,,,,,24-26K,,,Turin,,,,3.0,1.0,2.0,1.0,1.0,1.0
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,BM interview,OK (live),RS23.0903,2 - Medium,,,,,24-26K,,,Turin,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,24-26K,,,Turin,,,,1.0,1.0,1.0,1.0,1.0,1.0
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,24-26K,,,Turin,,,1.0,1.0,,1.0,1.0,1.0,1.0
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,24-26K,,,Turin,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,24-26K,,,Turin,,,1.0,1.0,1.0,1.0,1.0,1.0,
12797444,Hired,31 - 35 years,POLLA » Salerno ~ Campania,Female,,,Automotive Engineering,Five-year degree,[+10],,,2021,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,24-26K,,,Turin,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1590080,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Female,,,Mechanical engineering,High school graduation,[0],Automotive,R&D Engineer,2022,,,,,,Research association,,RS18.0258,,,,,,,,,,,,,,,,,,
1590080,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Female,,,Mechanical engineering,High school graduation,[0],Automotive,R&D Engineer,2022,,,,,,BM interview,OK (live),,2 - Medium,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11384560,In selection,26 - 30 years,GENOA » Genoa ~ Liguria,Male,,,Other scientific subjects,Five-year degree,[0],Others,,2022,,,,,,Commercial note,,RS22.0719,,,,,,,,,,,,,,,,,3.0,
11384560,In selection,26 - 30 years,GENOA » Genoa ~ Liguria,Male,,,Other scientific subjects,Five-year degree,[0],Others,,2022,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
11384560,In selection,26 - 30 years,GENOA » Genoa ~ Liguria,Male,,,Other scientific subjects,Five-year degree,[0],Others,,2022,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2150938,Imported,20 - 25 years,ROME » Rome ~ Lazio,Male,,"DOCUMENT CONTROLLER, MANAGEMENT, OPERATION, PROJECT MANAGEMENT, JUNIOR PROJECT MANAGER",Chemist - Pharmaceutical,Five-year degree,[1-3],Consulting,Unemployed,2022,,,,,,Contact note,OK,,,,,,,,,,,Not available,,,,,,,,
2150938,Imported,20 - 25 years,ROME » Rome ~ Lazio,Male,,"DOCUMENT CONTROLLER, MANAGEMENT, OPERATION, PROJECT MANAGEMENT, JUNIOR PROJECT MANAGER",Chemist - Pharmaceutical,Five-year degree,[1-3],Consulting,Unemployed,2022,,,,,,Technical interview,OK (live),RS23.0903,3 - High,,,,,,,,,Not available,,,1.0,1.0,1.0,1.0,,1.0
2150938,Imported,20 - 25 years,ROME » Rome ~ Lazio,Male,,"DOCUMENT CONTROLLER, MANAGEMENT, OPERATION, PROJECT MANAGEMENT, JUNIOR PROJECT MANAGER",Chemist - Pharmaceutical,Five-year degree,[1-3],Consulting,Unemployed,2022,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,,Not available,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8032050,First contact,26 - 30 years,GENOA » Genoa ~ Liguria,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Aeronautics,fresh graduate,2018,,,,,,Economic proposal,,RS21.0744,,,,,,,,,,,,,,,,,,
8032050,First contact,26 - 30 years,GENOA » Genoa ~ Liguria,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Aeronautics,fresh graduate,2018,,,,,,BM interview,OK (live),,3 - High,,,,,,,,,,,,,1.0,1.0,,,
8032050,First contact,26 - 30 years,GENOA » Genoa ~ Liguria,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Aeronautics,fresh graduate,2018,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2424454,Hired,26 - 30 years,ANCONA » Ancona ~ Marche,Male,,/,Chemist - Pharmaceutical,Five-year degree,[+10],Services and Information Systems,Master's degree in biomedical engineering December 2023,2021,2022,,,Engineering,,HR interview,OK (hired),RS18.0222,2 - Medium,,,,22-24K,- 20K,Five-year degree,chemical engineering,Rome,26-28 K,,2.0,2.0,2.0,,,,3.0
2424454,Hired,26 - 30 years,ANCONA » Ancona ~ Marche,Male,,/,Chemist - Pharmaceutical,Five-year degree,[+10],Services and Information Systems,Master's degree in biomedical engineering December 2023,2021,2022,,,Engineering,,HR interview,,,,,,,22-24K,- 20K,Five-year degree,chemical engineering,Rome,26-28 K,,,,2.0,2.0,2.0,3.0,3.0
2424454,Hired,26 - 30 years,ANCONA » Ancona ~ Marche,Male,,/,Chemist - Pharmaceutical,Five-year degree,[+10],Services and Information Systems,Master's degree in biomedical engineering December 2023,2021,2022,,,Engineering,,BM interview,,RS21.1148,,,,,22-24K,- 20K,Five-year degree,chemical engineering,Rome,26-28 K,,2.0,3.0,2.0,,,3.0,3.0
2424454,Hired,26 - 30 years,ANCONA » Ancona ~ Marche,Male,,/,Chemist - Pharmaceutical,Five-year degree,[+10],Services and Information Systems,Master's degree in biomedical engineering December 2023,2021,2022,,,Engineering,,HR interview,,RS23.0903,,,,,22-24K,- 20K,Five-year degree,chemical engineering,Rome,26-28 K,,2.0,2.0,,3.0,,2.0,
2424454,Hired,26 - 30 years,ANCONA » Ancona ~ Marche,Male,,/,Chemist - Pharmaceutical,Five-year degree,[+10],Services and Information Systems,Master's degree in biomedical engineering December 2023,2021,2022,,,Engineering,,BM interview,OK (live),RS23.0903,,,,,22-24K,- 20K,Five-year degree,chemical engineering,Rome,26-28 K,,1.0,1.0,,,2.0,1.0,1.0
2424454,Hired,26 - 30 years,ANCONA » Ancona ~ Marche,Male,,/,Chemist - Pharmaceutical,Five-year degree,[+10],Services and Information Systems,Master's degree in biomedical engineering December 2023,2021,2022,,,Engineering,,CV request,OK (live),RS23.0903,3 - High,,,,22-24K,- 20K,Five-year degree,chemical engineering,Rome,26-28 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6421862,Imported,20 - 25 years,CATANZARO » Catanzaro ~ Calabria,Female,,,Automation/Mechatronics Engineering,Three-year degree,[0],,,2022,2020,,,,,CV request,,,,,,,,,,,,,,,,,,,,
6421862,Imported,20 - 25 years,CATANZARO » Catanzaro ~ Calabria,Female,,,Automation/Mechatronics Engineering,Three-year degree,[0],,,2022,2020,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0
6421862,Imported,20 - 25 years,CATANZARO » Catanzaro ~ Calabria,Female,,,Automation/Mechatronics Engineering,Three-year degree,[0],,,2022,2020,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13510005,First contact,26 - 30 years,ROME » Rome ~ Lazio,Male,,,Information Engineering,Five-year degree,[0],,,2021,,,,,,Candidate notification,OK (live),,,,,,28-30K,,,,,,,,,,,,,
13510005,First contact,26 - 30 years,ROME » Rome ~ Lazio,Male,,,Information Engineering,Five-year degree,[0],,,2021,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,28-30K,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,Contact note,KO (technical skills),,,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,,,,,,,
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,Sending SC to customer,,,,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,,,,,,,
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,Candidate notification,,RS22.1282,2 - Medium,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,,2.0,,2.0,,,3.0
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,Commercial note,,,2 - Medium,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,,,,,,,3.0
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,Research association,OK,,,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,,,,,,2.0,
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,Commercial note,,,3 - High,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,,3.0,3.0,3.0,,2.0,
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,BM interview,OK (live),,3 - High,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,,,3.0,1.0,2.0,2.0,1.0
463568,Imported,26 - 30 years,BOLZANO » Bolzano ~ Trentino Alto Adige,Female,,.,Surveyor,Five-year degree,[3-5],Oil and Gas,Researcher for design activities in the design,2022,2024,,Poggibonsi,,,BM interview,OK (live),RS23.0903,3 - High,,,[1-3],,,Five-year degree,electronic Engineering,Turin,36-38 K,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3225249,Imported,40 - 45 years,POZZOLO FORMIGARO » Alessandria ~ Piedmont,Male,,"BIOMEDICAL, DATA ENGINEER, LIFE SCIENCES, MATLAB & SIMULINK, MATLAB, SIMULINK, C, C++, SOLIDWORKS, PYHTON, R, MATLAB, C++",Other scientific subjects,Five-year degree,[7-10],,Accounting firm assistant,2019,,,,,,CV request,,,2 - Medium,,,,,,,,Modena,26-28 K,32-34 K,,,,,,,2.0
3225249,Imported,40 - 45 years,POZZOLO FORMIGARO » Alessandria ~ Piedmont,Male,,"BIOMEDICAL, DATA ENGINEER, LIFE SCIENCES, MATLAB & SIMULINK, MATLAB, SIMULINK, C, C++, SOLIDWORKS, PYHTON, R, MATLAB, C++",Other scientific subjects,Five-year degree,[7-10],,Accounting firm assistant,2019,,,,,,HR interview,OK,RS22.0285,2 - Medium,,,,,,,,Modena,26-28 K,32-34 K,3.0,2.0,2.0,,2.0,1.0,3.0
3225249,Imported,40 - 45 years,POZZOLO FORMIGARO » Alessandria ~ Piedmont,Male,,"BIOMEDICAL, DATA ENGINEER, LIFE SCIENCES, MATLAB & SIMULINK, MATLAB, SIMULINK, C, C++, SOLIDWORKS, PYHTON, R, MATLAB, C++",Other scientific subjects,Five-year degree,[7-10],,Accounting firm assistant,2019,,,,,,BM interview,OK (live),RS23.0903,,,,,,,,,Modena,26-28 K,32-34 K,1.0,1.0,,,,,
3225249,Imported,40 - 45 years,POZZOLO FORMIGARO » Alessandria ~ Piedmont,Male,,"BIOMEDICAL, DATA ENGINEER, LIFE SCIENCES, MATLAB & SIMULINK, MATLAB, SIMULINK, C, C++, SOLIDWORKS, PYHTON, R, MATLAB, C++",Other scientific subjects,Five-year degree,[7-10],,Accounting firm assistant,2019,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,Modena,26-28 K,32-34 K,1.0,1.0,1.0,,1.0,1.0,3.0
3225249,Imported,40 - 45 years,POZZOLO FORMIGARO » Alessandria ~ Piedmont,Male,,"BIOMEDICAL, DATA ENGINEER, LIFE SCIENCES, MATLAB & SIMULINK, MATLAB, SIMULINK, C, C++, SOLIDWORKS, PYHTON, R, MATLAB, C++",Other scientific subjects,Five-year degree,[7-10],,Accounting firm assistant,2019,,,,,,BM interview,OK (live),RS23.0903,3 - High,,,,,,,,Modena,26-28 K,32-34 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12499097,First contact,26 - 30 years,SARONNO » Varese ~ Lombardy,Female,,"SOLIDWORKS, AUTOCAD, MATLAB, AUTOMOTIVE, MECHANICAL",computer engineering,Three-year degree,[1-3],,,2022,2022,,Turin,,,CV request,OK,,,,"Candidate who has gained experience in the Space sector, both product and system, requirements management, configuration management. The candidate must know how to move in complex environments, mandatory English, flexibility and ability to adapt to constantly evolving contexts will be a preferential path.",,,,Five-year degree,,Milan,,,,,,,,,3.0
12499097,First contact,26 - 30 years,SARONNO » Varese ~ Lombardy,Female,,"SOLIDWORKS, AUTOCAD, MATLAB, AUTOMOTIVE, MECHANICAL",computer engineering,Three-year degree,[1-3],,,2022,2022,,Turin,,,BM interview,,RS22.0290,3 - High,,"Candidate who has gained experience in the Space sector, both product and system, requirements management, configuration management. The candidate must know how to move in complex environments, mandatory English, flexibility and ability to adapt to constantly evolving contexts will be a preferential path.",,,,Five-year degree,,Milan,,,1.0,1.0,,1.0,1.0,,1.0
12499097,First contact,26 - 30 years,SARONNO » Varese ~ Lombardy,Female,,"SOLIDWORKS, AUTOCAD, MATLAB, AUTOMOTIVE, MECHANICAL",computer engineering,Three-year degree,[1-3],,,2022,2022,,Turin,,,BM interview,OK (live),RS23.0903,3 - High,,"Candidate who has gained experience in the Space sector, both product and system, requirements management, configuration management. The candidate must know how to move in complex environments, mandatory English, flexibility and ability to adapt to constantly evolving contexts will be a preferential path.",,,,Five-year degree,,Milan,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7445012,Imported,31 - 35 years,BARLETTA » Barletta-Andria-Trani ~ Puglia,Male,,"INDUSTRIAL DESIGNER JR, INVENTOR, PHOTOSHOP, VRED, KEYSHOT",Electrical Engineering,Three-year degree,[0],Others,SW Engineer,2018,,,Milan,,Junior Consultant,Contact note,,RS23.0208,,,,,28-30K,,,,,Not available,Not available,,,,,,,
7445012,Imported,31 - 35 years,BARLETTA » Barletta-Andria-Trani ~ Puglia,Male,,"INDUSTRIAL DESIGNER JR, INVENTOR, PHOTOSHOP, VRED, KEYSHOT",Electrical Engineering,Three-year degree,[0],Others,SW Engineer,2018,,,Milan,,Junior Consultant,Contact note,,,,,,,28-30K,,,,,Not available,Not available,,,1.0,,,,
7445012,Imported,31 - 35 years,BARLETTA » Barletta-Andria-Trani ~ Puglia,Male,,"INDUSTRIAL DESIGNER JR, INVENTOR, PHOTOSHOP, VRED, KEYSHOT",Electrical Engineering,Three-year degree,[0],Others,SW Engineer,2018,,,Milan,,Junior Consultant,BM interview,,RS23.0978,3 - High,,,,28-30K,,,,,Not available,Not available,3.0,3.0,2.0,,,1.0,
7445012,Imported,31 - 35 years,BARLETTA » Barletta-Andria-Trani ~ Puglia,Male,,"INDUSTRIAL DESIGNER JR, INVENTOR, PHOTOSHOP, VRED, KEYSHOT",Electrical Engineering,Three-year degree,[0],Others,SW Engineer,2018,,,Milan,,Junior Consultant,BM interview,OK (live),RS23.0903,3 - High,,,,28-30K,,,,,Not available,Not available,2.0,1.0,1.0,1.0,1.0,,
7445012,Imported,31 - 35 years,BARLETTA » Barletta-Andria-Trani ~ Puglia,Male,,"INDUSTRIAL DESIGNER JR, INVENTOR, PHOTOSHOP, VRED, KEYSHOT",Electrical Engineering,Three-year degree,[0],Others,SW Engineer,2018,,,Milan,,Junior Consultant,BM interview,OK (live),RS23.0903,3 - High,,,,28-30K,,,,,Not available,Not available,4.0,1.0,1.0,1.0,1.0,1.0,1.0
7445012,Imported,31 - 35 years,BARLETTA » Barletta-Andria-Trani ~ Puglia,Male,,"INDUSTRIAL DESIGNER JR, INVENTOR, PHOTOSHOP, VRED, KEYSHOT",Electrical Engineering,Three-year degree,[0],Others,SW Engineer,2018,,,Milan,,Junior Consultant,BM interview,OK (live),RS23.0903,3 - High,,,,28-30K,,,,,Not available,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5638492,In selection,26 - 30 years,BERGAMO » Bergamo ~ Lombardy,Female,,"-, AUTOMOTIVE, MACHINES, PHARMACEUTICAL",Mechanical engineering,Three-year degree,[0],Others,FRESH GRADUATE,2022,2019,,,,Junior Consultant,Contact note,,RS22.0037,2 - Medium,,,,22-24K,,,Other,,,,2.0,,,2.0,2.0,,
5638492,In selection,26 - 30 years,BERGAMO » Bergamo ~ Lombardy,Female,,"-, AUTOMOTIVE, MACHINES, PHARMACEUTICAL",Mechanical engineering,Three-year degree,[0],Others,FRESH GRADUATE,2022,2019,,,,Junior Consultant,Sending SC to customer,OK,,3 - High,,,,22-24K,,,Other,,,,3.0,3.0,2.0,,2.0,,
5638492,In selection,26 - 30 years,BERGAMO » Bergamo ~ Lombardy,Female,,"-, AUTOMOTIVE, MACHINES, PHARMACEUTICAL",Mechanical engineering,Three-year degree,[0],Others,FRESH GRADUATE,2022,2019,,,,Junior Consultant,BM interview,OK,RS23.0567,3 - High,,,,22-24K,,,Other,,,,1.0,1.0,2.0,2.0,3.0,2.0,1.0
5638492,In selection,26 - 30 years,BERGAMO » Bergamo ~ Lombardy,Female,,"-, AUTOMOTIVE, MACHINES, PHARMACEUTICAL",Mechanical engineering,Three-year degree,[0],Others,FRESH GRADUATE,2022,2019,,,,Junior Consultant,BM interview,OK (live),RS23.0903,3 - High,,,,22-24K,,,Other,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6400142,Imported,> 45 years,MOLFETTA » Bari ~ Puglia,Female,,"AUTOCAD, AUTOCAD, EPLAN, AUTOMATION ENGINEER, ELECTRIC, ELECTRICAL ENGINEER, ELECTRICAL, EPLAN, ELECTRICAL ENGINEER, ELECTRICAL DESIGN,",industrial engineering,Five-year degree,[0],,hse,2020,,,,,Junior Consultant,,OK,,,,,,,,,,,,,,,2.0,,,,
