ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Year of Recruitment,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,event_type__val,event_feedback,linked_search__key,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English
0,First contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,computer engineering,Five-year degree,[0],Others,Mechanical designer and site manager ,2019,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,industrial engineering,High school graduation,[0],,,2021,,,,,,CV request,,,2 - Medium,,,,,,,,,,Not available,,,2.0,,,,
66,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,industrial engineering,High school graduation,[0],,,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,Not available,,1.0,3.0,1.0,1.0,1.0,1.0
89,First contact,20 - 25 years,LA SPEZIA » La-Spezia ~ Liguria,Male,,,Mechanical engineering,Three-year degree,[+10],Consulting,,2018,,,,Engineering,,Qualification Meeting,,,,,,,,,,,,,30-32 K,1.0,,,,,,
89,First contact,20 - 25 years,LA SPEZIA » La-Spezia ~ Liguria,Male,,,Mechanical engineering,Three-year degree,[+10],Consulting,,2018,,,,Engineering,,HR interview,KO (seniority),RS22.1286,2 - Medium,,,,,,,,,,30-32 K,,2.0,1.0,3.0,2.0,1.0,
89,First contact,20 - 25 years,LA SPEZIA » La-Spezia ~ Liguria,Male,,,Mechanical engineering,Three-year degree,[+10],Consulting,,2018,,,,Engineering,,Notify candidate,KO (retired),RS22.1308,3 - High,,,,,,,,,,30-32 K,1.0,1.0,,1.0,1.0,1.0,1.0
6,Hired,> 45 years,PARABIAGO » Milan ~ Lombardy,Male,,"ASSEMBLY, C, C++, EMBEDDED SYSTEMS, MIL STD, ESA STANDARDS, SW EMBEDDED, FW",Mechanical engineering,Five-year degree,[0],,,2023,,,,Engineering,,CV request,OK,RS22.0678,,,,,,,,chemical engineering,,,Not available,,,,,,,
54,Imported,31 - 35 years,RAISE » Bergamo ~ Lombardy,Male,,"., HAZOP, HAZID, PROCESS SAFETY, PROCESS SAFETY ENGINEER, QRA, RISK ANALYSIS, SAFETY CRITICAL ELEMENTS",Biomedical Engineering,Five-year degree,[0],Life sciences,technical office,2023,,,,,,Candidate notification,,,,,,,20-22K,38-40K,,,,+ 50 K,,3.0,,,,,,
54,Imported,31 - 35 years,RAISE » Bergamo ~ Lombardy,Male,,"., HAZOP, HAZID, PROCESS SAFETY, PROCESS SAFETY ENGINEER, QRA, RISK ANALYSIS, SAFETY CRITICAL ELEMENTS",Biomedical Engineering,Five-year degree,[0],Life sciences,technical office,2023,,,,,,Sending SC to customer,,RS22.1308,3 - High,,,,20-22K,38-40K,,,,+ 50 K,,1.0,1.0,,3.0,3.0,1.0,2.0
82,First contact,20 - 25 years,NICKEL » Turin ~ Piedmont,Male,,"., COMMISSIONIG, NRG, OIL&GAS, COMMISSIONING & START UP, ENGINEER,, PIPING, MECHANICAL, E&I, PROCESS, PRESERVATION",chemical engineering,Three-year degree,[0],Telecom,Embedded Developer (Consultant) ,2021,,,,,,CV request,,,,,,,,,,,,,,,,,,,2.0,
82,First contact,20 - 25 years,NICKEL » Turin ~ Piedmont,Male,,"., COMMISSIONIG, NRG, OIL&GAS, COMMISSIONING & START UP, ENGINEER,, PIPING, MECHANICAL, E&I, PROCESS, PRESERVATION",chemical engineering,Three-year degree,[0],Telecom,Embedded Developer (Consultant) ,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0
82,First contact,20 - 25 years,NICKEL » Turin ~ Piedmont,Male,,"., COMMISSIONIG, NRG, OIL&GAS, COMMISSIONING & START UP, ENGINEER,, PIPING, MECHANICAL, E&I, PROCESS, PRESERVATION",chemical engineering,Three-year degree,[0],Telecom,Embedded Developer (Consultant) ,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,First contact,26 - 30 years,PISA » Pisa ~ Tuscany,Male,,,Other scientific subjects,Five-year degree,[0],Others,Looking for internship,2022,,Junior Aeronautical Engineer,,,,CV request,,,,,,,,,,,,,,2.0,4.0,,,,,
69,First contact,26 - 30 years,PISA » Pisa ~ Tuscany,Male,,,Other scientific subjects,Five-year degree,[0],Others,Looking for internship,2022,,Junior Aeronautical Engineer,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,First contact,20 - 25 years,COLOGNO MONZESE » Milan ~ Lombardy,Male,,ENG. AEROSPACE,Mechanical engineering,High school graduation,[1-3],Life sciences,Demandware Developer,2022,,,,,,BM interview,,,,,,,,,,,,,,,,,,,,2.0
87,First contact,20 - 25 years,COLOGNO MONZESE » Milan ~ Lombardy,Male,,ENG. AEROSPACE,Mechanical engineering,High school graduation,[1-3],Life sciences,Demandware Developer,2022,,,,,,CV request,KO (seniority),,3 - High,,,,,,,,,,,,1.0,,,,1.0,1.0
87,First contact,20 - 25 years,COLOGNO MONZESE » Milan ~ Lombardy,Male,,ENG. AEROSPACE,Mechanical engineering,High school graduation,[1-3],Life sciences,Demandware Developer,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,1.0
42,Hired,< 20 years,TARANTO » Taranto ~ Puglia,Male,,,Mechanical engineering,Five-year degree,[0],Machining - Heavy Industry,SYSTEM AND SECURITY ENGINEER ,2021,,FIELD HSE with SPP qualification ,Rome,Tech Consulting & Solutions,Support,CV request,OK,,2 - Medium,,"The following skills are required: • Knowledge of the main regulations in force in the pharmaceutical sector (GMP, ISO 9001) • Quality documentation management (deviations, CAPA, SOP) • Knowledge of technical production documentation • Risk analysis and change control management methods",[0],,,,Other,,,,3.0,3.0,2.0,1.0,3.0,,2.0
42,Hired,< 20 years,TARANTO » Taranto ~ Puglia,Male,,,Mechanical engineering,Five-year degree,[0],Machining - Heavy Industry,SYSTEM AND SECURITY ENGINEER ,2021,,FIELD HSE with SPP qualification ,Rome,Tech Consulting & Solutions,Support,Notify candidate,KO (seniority),RS22.1308,3 - High,,"The following skills are required: • Knowledge of the main regulations in force in the pharmaceutical sector (GMP, ISO 9001) • Quality documentation management (deviations, CAPA, SOP) • Knowledge of technical production documentation • Risk analysis and change control management methods",[0],,,,Other,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
3,In selection,26 - 30 years,MODUGNO » Bari ~ Puglia,Male,,NEW GRADUATE,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,administrative employee and office manager,2019,,,,,,BM interview,OK (live),,3 - High,Junior Aeronautical Engineer,,,,,,,,30-32 K,28-30 K,1.0,,,,2.0,,
3,In selection,26 - 30 years,MODUGNO » Bari ~ Puglia,Male,,NEW GRADUATE,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,administrative employee and office manager,2019,,,,,,Sending SC to customer,OK,RS22.0159,2 - Medium,Junior Aeronautical Engineer,,,,,,,,30-32 K,28-30 K,,3.0,2.0,1.0,2.0,2.0,1.0
3,In selection,26 - 30 years,MODUGNO » Bari ~ Puglia,Male,,NEW GRADUATE,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,administrative employee and office manager,2019,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,Junior Aeronautical Engineer,,,,,,,,30-32 K,28-30 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,In selection,26 - 30 years,MODUGNO » Bari ~ Puglia,Male,,NEW GRADUATE,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,administrative employee and office manager,2019,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,Junior Aeronautical Engineer,,,,,,,,30-32 K,28-30 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,In selection,26 - 30 years,MODUGNO » Bari ~ Puglia,Male,,NEW GRADUATE,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,administrative employee and office manager,2019,,,,,,Notify candidate,KO (seniority),,3 - High,Junior Aeronautical Engineer,,,,,,,,30-32 K,28-30 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,Economic proposal,20 - 25 years,AVEZZANO » L'Aquila ~ Abruzzo,Male,,,Economic - Statistics,Five-year degree,[0],,Energy Engineer,2022,,,,,,CV request,,,,,,,,,,,,,30-32 K,,,3.0,,,,
7,Economic proposal,20 - 25 years,AVEZZANO » L'Aquila ~ Abruzzo,Male,,,Economic - Statistics,Five-year degree,[0],,Energy Engineer,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,30-32 K,1.0,1.0,1.0,,1.0,1.0,1.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,BM interview,OK (live),RS23.0613,1 - Low,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,2.0,2.0,3.0,2.0,2.0,3.0,3.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,BM interview,KO (mobility),,3 - High,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,,,,2.0,2.0,,2.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,BM interview,OK,RS19.0129,2 - Medium,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,,,,2.0,1.0,3.0,3.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,CV request,,RS22.1308,3 - High,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,1.0,2.0,2.0,2.0,2.0,1.0,3.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,,1.0,1.0,1.0,1.0,,1.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,1.0,1.0,,1.0,1.0,1.0,1.0
11,Hired,20 - 25 years,GREAT BRITAIN-NORTHERN IRELAND » (STATE) ~ (FOREIGN),Male,,"., CANOE, ELECTRONIC ENGINEER, SW, TEST ENGINEER",Geo-Biological,master's degree,[5-7],Others,Material Coordinator,2020,2023,Benchmarking Automotive Engineer,,,Junior Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,All the profiles of recent graduates in the Space field.,,[0-1],,34-36K,,Other scientific subjects,,,Not available,1.0,1.0,1.0,1.0,2.0,1.0,1.0
84,First contact,26 - 30 years,MONTERONI DI LECCE » Lecce ~ Puglia,Female,,,Other scientific subjects,Three-year degree,[0],Others,,2019,,,,Engineering,Consultant,,,,,,,,,,,,,,,,,,,,,
84,First contact,26 - 30 years,MONTERONI DI LECCE » Lecce ~ Puglia,Female,,,Other scientific subjects,Three-year degree,[0],Others,,2019,,,,Engineering,Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0
84,First contact,26 - 30 years,MONTERONI DI LECCE » Lecce ~ Puglia,Female,,,Other scientific subjects,Three-year degree,[0],Others,,2019,,,,Engineering,Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,QM,26 - 30 years,CAVALLERMAGGIORE » Cuneo ~ Piedmont,Male,,,Mechanical engineering,Five-year degree,[0],Others,Quality Assurance,2021,,,,,,Contact note,,,,,Environmental Engineering for restoration and reclamation activities Environmental Engineering for restoration and reclamation activities Environmental Engineering for restoration and reclamation activities Vehicle logistics management Logistics materials management Warehouse materials management Warehouse materials management HSE Safety Engineering Lifting Engineering Lifting Engineering Lifting Engineering Lifting Engineering RL81/08 + CSP + CSE - service including dedicated car Permit Assistance Services Permit Assistance Services Geology Services Geology Services Geology Services Staff Services of the Responsible Director Staff Services of the Responsible Director Commissioning supervision - electro-instrumental Maintenance supervision - automation Supervision maintenance - automation Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Asset Integrity support Asset Integrity support Environmental Engineering secretarial services for Restoration and Environmental Engineering Remediation for Restoration and Reclamation activities,,,,,,,,42-44 K,3.0,,,,,,
32,QM,26 - 30 years,CAVALLERMAGGIORE » Cuneo ~ Piedmont,Male,,,Mechanical engineering,Five-year degree,[0],Others,Quality Assurance,2021,,,,,,BM interview,KO (seniority),RS22.1308,2 - Medium,,Environmental Engineering for restoration and reclamation activities Environmental Engineering for restoration and reclamation activities Environmental Engineering for restoration and reclamation activities Vehicle logistics management Logistics materials management Warehouse materials management Warehouse materials management HSE Safety Engineering Lifting Engineering Lifting Engineering Lifting Engineering Lifting Engineering RL81/08 + CSP + CSE - service including dedicated car Permit Assistance Services Permit Assistance Services Geology Services Geology Services Geology Services Staff Services of the Responsible Director Staff Services of the Responsible Director Commissioning supervision - electro-instrumental Maintenance supervision - automation Supervision maintenance - automation Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Maintenance supervision - mechanics Asset Integrity support Asset Integrity support Environmental Engineering secretarial services for Restoration and Environmental Engineering Remediation for Restoration and Reclamation activities,,,,,,,,42-44 K,1.0,2.0,1.0,1.0,,1.0,1.0
73,Hired,20 - 25 years,CORSICO » Milan ~ Lombardy,Female,,"MDR, MEDICAL DEVICE",Automotive Engineering,Five-year degree,[0],,,2021,,Junior HIL Test Engineer,,,,Technical interview,,RS22.1308,,,,[1-3],,,,,,,,,,2.0,,,,
73,Hired,20 - 25 years,CORSICO » Milan ~ Lombardy,Female,,"MDR, MEDICAL DEVICE",Automotive Engineering,Five-year degree,[0],,,2021,,Junior HIL Test Engineer,,,,Notify candidate,,RS23.1160,3 - High,,,[1-3],,,,,,,,1.0,,,,1.0,1.0,
73,Hired,20 - 25 years,CORSICO » Milan ~ Lombardy,Female,,"MDR, MEDICAL DEVICE",Automotive Engineering,Five-year degree,[0],,,2021,,Junior HIL Test Engineer,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,[1-3],,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,In selection,20 - 25 years,VICO EQUENSE » Naples ~ Campania,Male,,"., ELECTRONIC, ELECTRONICS, MATLAB, COMSOL, C, CADENCE ORCAD, HARDWARE, DESIGN, HARDWARE, SENSORS, TRANSISTORS, SEMICONDUCTORS, HW",Economic - Statistics,Five-year degree,[0],Oil and Gas,Process Safety Engineer,2023,2023,,,,,BM interview,,RS22.0652,,,,[3-5],,,,,,28-30 K,28-30 K,1.0,,2.0,,,3.0,3.0
38,In selection,20 - 25 years,VICO EQUENSE » Naples ~ Campania,Male,,"., ELECTRONIC, ELECTRONICS, MATLAB, COMSOL, C, CADENCE ORCAD, HARDWARE, DESIGN, HARDWARE, SENSORS, TRANSISTORS, SEMICONDUCTORS, HW",Economic - Statistics,Five-year degree,[0],Oil and Gas,Process Safety Engineer,2023,2023,,,,,BM interview,KO (seniority),RS19.0484,2 - Medium,,,[3-5],,,,,,28-30 K,28-30 K,1.0,1.0,,2.0,3.0,1.0,
38,In selection,20 - 25 years,VICO EQUENSE » Naples ~ Campania,Male,,"., ELECTRONIC, ELECTRONICS, MATLAB, COMSOL, C, CADENCE ORCAD, HARDWARE, DESIGN, HARDWARE, SENSORS, TRANSISTORS, SEMICONDUCTORS, HW",Economic - Statistics,Five-year degree,[0],Oil and Gas,Process Safety Engineer,2023,2023,,,,,Notify candidate,KO (seniority),RS21.0152,3 - High,,,[3-5],,,,,,28-30 K,28-30 K,1.0,1.0,1.0,1.0,1.0,,1.0
19,In selection,< 20 years,VICO EQUENSE » Naples ~ Campania,Female,,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[5-7],Others,,2021,2021,,Naples,,,Sending SC to customer,,,,,,,,,,,,,,,,,2.0,,,
19,In selection,< 20 years,VICO EQUENSE » Naples ~ Campania,Female,,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[5-7],Others,,2021,2021,,Naples,,,Contact note,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,4.0,
19,In selection,< 20 years,VICO EQUENSE » Naples ~ Campania,Female,,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[5-7],Others,,2021,2021,,Naples,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,In selection,< 20 years,VICO EQUENSE » Naples ~ Campania,Female,,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[5-7],Others,,2021,2021,,Naples,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,Imported,20 - 25 years,CALTANISSETTA » Caltanissetta ~ Sicily,Male,,"ELECTRONIC ENGINEER, HIL, HW VALIDATION,",Mechanical engineering,Three-year degree,[7-10],Consulting,FRONT-END DEVELOPER,2022,,,,,,BM interview,,RS23.0888,,,,,,34-36K,,,,,,,,1.0,2.0,,,
50,Imported,20 - 25 years,CALTANISSETTA » Caltanissetta ~ Sicily,Male,,"ELECTRONIC ENGINEER, HIL, HW VALIDATION,",Mechanical engineering,Three-year degree,[7-10],Consulting,FRONT-END DEVELOPER,2022,,,,,,CV request,OK,RS23.1193,,,,,,34-36K,,,,,,3.0,1.0,,,2.0,4.0,
50,Imported,20 - 25 years,CALTANISSETTA » Caltanissetta ~ Sicily,Male,,"ELECTRONIC ENGINEER, HIL, HW VALIDATION,",Mechanical engineering,Three-year degree,[7-10],Consulting,FRONT-END DEVELOPER,2022,,,,,,Contact note,KO (seniority),,2 - Medium,,,,,34-36K,,,,,,,,1.0,,,1.0,
50,Imported,20 - 25 years,CALTANISSETTA » Caltanissetta ~ Sicily,Male,,"ELECTRONIC ENGINEER, HIL, HW VALIDATION,",Mechanical engineering,Three-year degree,[7-10],Consulting,FRONT-END DEVELOPER,2022,,,,,,Notify candidate,KO (seniority),,3 - High,,,,,34-36K,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
59,First contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,C++,Economic - Statistics,Five-year degree,[0],Defence,Electromechanical maintenance technician,2022,2022,FIELD HSE with SPP qualification ,,Support,,Contact note,,,,"In the industrial and telecommunications sectors, the candidate will have to carry out the following activities: • Design of electronic boards • Drafting of architectural technical specifications and requirements • Electrical diagrams and layout • Issuance of the documentation necessary for the manufacturability of the hardware • Testing and verification","The ideal candidate has a degree in Electronic, Electrical Engineering or equivalent and has gained at least 1 - 3 years of experience in the role. High flexibility, problem solving and time management skills are required. Good knowledge of the English language required.",[5-7],26-28K,28-30K,,Information Engineering,Pisa,26-28 K,20-22 K,,3.0,,2.0,,,
