ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Year of Recruitment,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,event_type__val,event_feedback,linked_search__key,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English
69,Imported,> 45 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,,"AUTOMATION, E&I COMMISSIONING, WIND AND AERODERIVATIVES, NRG, LNG, FPSO, COMMISSIONING",electronic Engineering,Three-year degree,[0-1],,Laboratory Emissions Specialist,2022,,,,,,Candidate notification,,RS22.0434,,,,,,,,,,,,,,,,,,
69,Imported,> 45 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,,"AUTOMATION, E&I COMMISSIONING, WIND AND AERODERIVATIVES, NRG, LNG, FPSO, COMMISSIONING",electronic Engineering,Three-year degree,[0-1],,Laboratory Emissions Specialist,2022,,,,,,BM interview,,RS22.0441,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,,1.0
69,Imported,> 45 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,,"AUTOMATION, E&I COMMISSIONING, WIND AND AERODERIVATIVES, NRG, LNG, FPSO, COMMISSIONING",electronic Engineering,Three-year degree,[0-1],,Laboratory Emissions Specialist,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,Imported,> 45 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,,"AUTOMATION, E&I COMMISSIONING, WIND AND AERODERIVATIVES, NRG, LNG, FPSO, COMMISSIONING",electronic Engineering,Three-year degree,[0-1],,Laboratory Emissions Specialist,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,Imported,> 45 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,,"AUTOMATION, E&I COMMISSIONING, WIND AND AERODERIVATIVES, NRG, LNG, FPSO, COMMISSIONING",electronic Engineering,Three-year degree,[0-1],,Laboratory Emissions Specialist,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,In selection,31 - 35 years,TURIN » Turin ~ Piedmont,Male,,,Biomedical Engineering,High school graduation,[0],Automotive,,2022,2022,RS19.0060 - OFFICE INTERNSHIP. ACQUISITIONS,,,Support,BM interview,OK,,,,,,,28-30K,Three-year degree,,,24-26 K,+ 50 K,2.0,2.0,3.0,2.0,,1.0,
87,In selection,31 - 35 years,TURIN » Turin ~ Piedmont,Male,,,Biomedical Engineering,High school graduation,[0],Automotive,,2022,2022,RS19.0060 - OFFICE INTERNSHIP. ACQUISITIONS,,,Support,HR interview,,RS23.0773,2 - Medium,,,,,28-30K,Three-year degree,,,24-26 K,+ 50 K,1.0,3.0,4.0,1.0,2.0,1.0,3.0
87,In selection,31 - 35 years,TURIN » Turin ~ Piedmont,Male,,,Biomedical Engineering,High school graduation,[0],Automotive,,2022,2022,RS19.0060 - OFFICE INTERNSHIP. ACQUISITIONS,,,Support,BM interview,OK (live),RS22.0441,3 - High,,,,,28-30K,Three-year degree,,,24-26 K,+ 50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,In selection,26 - 30 years,CINISELLO BALSAMO » Milan ~ Lombardy,Male,,,Management Engineering,Five-year degree,[0-1],Life sciences,Firmware/Software Developer,2022,,,,,,Contact note,,,,,,,,,,,,Not available,,,,,,,,
42,In selection,26 - 30 years,CINISELLO BALSAMO » Milan ~ Lombardy,Male,,,Management Engineering,Five-year degree,[0-1],Life sciences,Firmware/Software Developer,2022,,,,,,BM interview,,,,,,,,,,,,Not available,,2.0,,,,,,
42,In selection,26 - 30 years,CINISELLO BALSAMO » Milan ~ Lombardy,Male,,,Management Engineering,Five-year degree,[0-1],Life sciences,Firmware/Software Developer,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,Not available,,1.0,1.0,1.0,2.0,1.0,1.0,1.0
3,QM,26 - 30 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,,,Informatics,Three-year degree,[0],Others,,2022,,,,,,Qualification Meeting,OK (hired),,,,,,,,,,,,,,,,,,,3.0
3,QM,26 - 30 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,,,Informatics,Three-year degree,[0],Others,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0
7,Imported,31 - 35 years,GIOVINAZZO » Bari ~ Puglia,Male,,,electronic Engineering,Five-year degree,[0],Life sciences,,2021,2022,,,,,CV request,,RS23.1149,,,,,,,High school graduation,electronic Engineering,,42-44 K,,,,,,,,3.0
7,Imported,31 - 35 years,GIOVINAZZO » Bari ~ Puglia,Male,,,electronic Engineering,Five-year degree,[0],Life sciences,,2021,2022,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,High school graduation,electronic Engineering,,42-44 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,Imported,> 45 years,MONDOVI' » Cuneo ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[5-7],Others,,2022,,,,,,CV request,,,,,,,,,,,,,,2.0,,,3.0,,,1.0
11,Imported,> 45 years,MONDOVI' » Cuneo ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[5-7],Others,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,Imported,20 - 25 years,POLLA » Salerno ~ Campania,Male,,"OFFICE, EXCEL",Legal,master's degree,[3-5],Services and Information Systems,structures and airworthiness specialist,2018,,,,,,Contact note,,RS23.0180,,,,,,,,,,,28-30 K,,,,,,,
84,Imported,20 - 25 years,POLLA » Salerno ~ Campania,Male,,"OFFICE, EXCEL",Legal,master's degree,[3-5],Services and Information Systems,structures and airworthiness specialist,2018,,,,,,Technical interview,KO (technical skills),,3 - High,,,,,,,,,,28-30 K,,1.0,2.0,,,1.0,
84,Imported,20 - 25 years,POLLA » Salerno ~ Campania,Male,,"OFFICE, EXCEL",Legal,master's degree,[3-5],Services and Information Systems,structures and airworthiness specialist,2018,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,28-30 K,1.0,1.0,1.0,2.0,1.0,1.0,1.0
84,Imported,20 - 25 years,POLLA » Salerno ~ Campania,Male,,"OFFICE, EXCEL",Legal,master's degree,[3-5],Services and Information Systems,structures and airworthiness specialist,2018,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,28-30 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,First contact,31 - 35 years,MILAN » Milan ~ Lombardy,Female,,,Management Engineering,Three-year degree,[0],Others,Management Engineering Student,2021,,,,,,Candidate notification,,,,,,,,,,,,,,,,2.0,,,,
32,First contact,31 - 35 years,MILAN » Milan ~ Lombardy,Female,,,Management Engineering,Three-year degree,[0],Others,Management Engineering Student,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0
32,First contact,31 - 35 years,MILAN » Milan ~ Lombardy,Female,,,Management Engineering,Three-year degree,[0],Others,Management Engineering Student,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,First contact,26 - 30 years,PALERMO » Palermo ~ Sicily,Male,,,Telecommunications Engineering,Three-year degree,[1-3],Automotive,MATERIALS & WAREHOUSE MANAGER | LOGISTICS MANAGER | SUPPLY CHAIN MANAGER,2022,,,,,,CV request,,,,,,,,,,,,,,,,,,,,
73,First contact,26 - 30 years,PALERMO » Palermo ~ Sicily,Male,,,Telecommunications Engineering,Three-year degree,[1-3],Automotive,MATERIALS & WAREHOUSE MANAGER | LOGISTICS MANAGER | SUPPLY CHAIN MANAGER,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0
38,Imported,< 20 years,TURIN » Turin ~ Piedmont,Male,,,Mechanical engineering,Three-year degree,[0],,,2022,,,,,,BM interview,OK (live),RS22.0766,,,,,,,,,,,,,,,,,,
38,Imported,< 20 years,TURIN » Turin ~ Piedmont,Male,,,Mechanical engineering,Three-year degree,[0],,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
19,Imported,20 - 25 years,SETTIMO TORINESE » Turin ~ Piedmont,Male,,.,Automotive Engineering,High school graduation,[0-1],Services and Information Systems,,2023,,,,,,Qualification Meeting,,,,,,,,,,,,48-50 K,,2.0,,,,,,
19,Imported,20 - 25 years,SETTIMO TORINESE » Turin ~ Piedmont,Male,,.,Automotive Engineering,High school graduation,[0-1],Services and Information Systems,,2023,,,,,,BM interview,,RS22.1263,,,,,,,,,,48-50 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,Imported,20 - 25 years,SETTIMO TORINESE » Turin ~ Piedmont,Male,,.,Automotive Engineering,High school graduation,[0-1],Services and Information Systems,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,48-50 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,In selection,< 20 years,TURIN » Turin ~ Piedmont,Female,,,computer engineering,Three-year degree,[0],,,2023,,,,,,CV request,,,,,,,,,,,,,,,,,,,,
50,In selection,< 20 years,TURIN » Turin ~ Piedmont,Female,,,computer engineering,Three-year degree,[0],,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,In selection,26 - 30 years,MEDA » Monza-Brianza ~ Lombardy,Female,Article 1,"BIOMEDICAL, PROJECT MANAGEMENT, SALES, TEAM LEADER",Economic - Statistics,Five-year degree,[0],Others,Railway Engineer,2022,,,,,,BM interview,,,,,,,,,,,,,,,,,,,,
59,In selection,26 - 30 years,MEDA » Monza-Brianza ~ Lombardy,Female,Article 1,"BIOMEDICAL, PROJECT MANAGEMENT, SALES, TEAM LEADER",Economic - Statistics,Five-year degree,[0],Others,Railway Engineer,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,In selection,26 - 30 years,MEDA » Monza-Brianza ~ Lombardy,Female,Article 1,"BIOMEDICAL, PROJECT MANAGEMENT, SALES, TEAM LEADER",Economic - Statistics,Five-year degree,[0],Others,Railway Engineer,2022,,,,,,BM interview,KO (mobility),RS22.0441,3 - High,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0
59,In selection,26 - 30 years,MEDA » Monza-Brianza ~ Lombardy,Female,Article 1,"BIOMEDICAL, PROJECT MANAGEMENT, SALES, TEAM LEADER",Economic - Statistics,Five-year degree,[0],Others,Railway Engineer,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,In selection,26 - 30 years,MEDA » Monza-Brianza ~ Lombardy,Female,Article 1,"BIOMEDICAL, PROJECT MANAGEMENT, SALES, TEAM LEADER",Economic - Statistics,Five-year degree,[0],Others,Railway Engineer,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0
59,In selection,26 - 30 years,MEDA » Monza-Brianza ~ Lombardy,Female,Article 1,"BIOMEDICAL, PROJECT MANAGEMENT, SALES, TEAM LEADER",Economic - Statistics,Five-year degree,[0],Others,Railway Engineer,2022,,,,,,BM interview,OK (live),RS21.1283,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,> 45 years,SORRENTO PLAN » Naples ~ Campania,Male,,"IOS, MVC, SWIFT",electronic Engineering,Three-year degree,[1-3],,Jr. Consultant/Engineer,2018,,,,,,CV request,,,,,,,,,,,,Not available,,,,,,,,
68,Imported,> 45 years,SORRENTO PLAN » Naples ~ Campania,Male,,"IOS, MVC, SWIFT",electronic Engineering,Three-year degree,[1-3],,Jr. Consultant/Engineer,2018,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,Not available,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,> 45 years,SORRENTO PLAN » Naples ~ Campania,Male,,"IOS, MVC, SWIFT",electronic Engineering,Three-year degree,[1-3],,Jr. Consultant/Engineer,2018,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,Not available,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,> 45 years,SORRENTO PLAN » Naples ~ Campania,Male,,"IOS, MVC, SWIFT",electronic Engineering,Three-year degree,[1-3],,Jr. Consultant/Engineer,2018,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,Not available,,1.0,1.0,1.0,1.0,1.0,1.0,4.0
71,Hired,26 - 30 years,TORRE DEL GRECO » Naples ~ Campania,Female,,,industrial engineering,Three-year degree,[0],Automotive,,2022,,,,,Support,CV request,,,,,,,,,,,,,,,,,,,,
71,Hired,26 - 30 years,TORRE DEL GRECO » Naples ~ Campania,Female,,,industrial engineering,Three-year degree,[0],Automotive,,2022,,,,,Support,BM interview,OK (live),,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,First contact,> 45 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[0-1],Automotive,Software Engineer,2021,,,,,,Contact note,,,,"The System Engineer included in the product engineering activities of the Railway Diagnostics BU will have to define the architecture and functionality of the diagnostic system, verify its configuration and operation. He/she will have to interact with the EMD, software, V&V departments in order to ensure the correct functioning and adherence to the specifications of the diagnostic system. It will collaborate with the reference PROMs in the context of diagnostic system development projects. The resource will work within a technical team (System Engineering) of the Hardware Design function, reporting to the relevant team leader (System Engineering manager). Depending on the type of diagnostic systems to which the resource will be assigned to manage, the work will consist of carrying out the following types of activities: • Implementing the technical training imparted by the product specialists of the Concepts & Solutions team • Supporting in the definition of Procedures, Operational Instructions and Tools relating to the activities of competence • Technically supervise, together with the Project Engineers assigned to the Applications function, the design, production and testing activities of systems on order, facilitating their evolution in all phases • Carry out specific configuration activities ( hardware, firmware and software), and factory calibration, taking care to train, support, supervise and control the team resources responsible for carrying out similar activities in the field • Interface with the Electro-Mechanical Design, Electronic & Firmware and Software Design functions in the management of system configurations and customizations for Production orders • Provide technical support to Production in setting up test benches and test chains • Provide technical support to the Quality Control functions in the execution of testing and inspection activities components and systems • Provide technical support to the Verification & Validation function in the execution of functional testing, integration and acceptance (FAT) activities of the systems in the factory • Provide technical support to the Installation, Commissioning & Service function in the execution of functional testing and integration, fine-tuning and acceptance (SAT) activities of the systems in the field • Carry out system anomaly analysis and fault finding, involving all the appropriate disciplinary skills necessary • Draw up the technical documentation for the relevant parts • Participate in meetings with a purely technical focus relating to the areas of expertise with customers of production orders • Participate in professional growth, training and technical update programs • Meet suppliers of components and services relevant to the areas of expertise",,,30-32K,,,,Milan,,,,,,,2.0,,
